@relation CIRCLES
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.17316,0.52323,n
0.11156,0.44116,n
0.18484,0.58396,n
0.53292,0.88417,p
0.24461,0.50920,n
0.10209,0.57009,n
0.30840,0.46670,n
0.22139,0.50742,n
0.34509,0.47355,p
0.06157,0.51061,n
0.07760,0.57605,n
0.24571,0.45099,n
0.08136,0.49749,n
0.13435,0.43893,n
0.27755,0.40161,n
0.22570,0.36048,n
0.16413,0.52148,n
0.14667,0.36184,n
0.20084,0.56191,n
0.34116,0.35026,p
0.13862,0.58884,n
0.60036,0.33366,p
0.13150,0.80841,n
0.29097,0.40687,n
0.70202,0.27854,p
0.04481,0.02156,p
0.22814,0.57045,p
0.90965,0.92704,p
0.75630,0.16464,p
0.44981,0.46772,p
0.19455,0.91089,n
0.14734,0.56873,n
0.93563,0.13763,p
0.27837,0.47983,n
0.79661,0.50280,p
0.23545,0.51753,n
0.20862,0.58820,n
0.60264,0.01957,p
0.30678,0.46596,p
0.96674,0.62805,p
0.32541,0.53621,n
0.09479,0.52497,n
0.12393,0.54516,n
0.16487,0.93931,p
0.28948,0.87408,p
0.10852,0.04506,p
0.22447,0.72100,p
0.14046,0.56362,n
0.14051,0.48595,p
0.21790,0.55819,n
0.02353,0.19581,p
0.12600,0.46953,n
0.34235,0.50378,p
0.91380,0.90140,n
0.05053,0.46413,p
0.09814,0.24190,p
0.24996,0.58358,n
0.30776,0.80449,n
0.76642,0.92626,p
0.23552,0.38168,n
0.25974,0.38487,n
0.10807,0.53214,n
0.95202,0.93922,p
0.40141,0.55663,p
0.15508,0.38872,n
0.47043,0.42188,p
0.95418,0.57201,p
0.52417,0.92885,p
0.85245,0.49486,p
0.84345,0.83080,p
0.27182,0.42843,n
0.01166,0.87450,p
0.10104,0.45143,p
0.32777,0.52950,n
0.24663,0.44543,n
0.15722,0.40435,n
0.08309,0.43317,n
0.58139,0.99842,p
0.16019,0.42788,n
0.26687,0.48381,n
0.68058,0.87612,p
0.25715,0.49792,n
0.23226,0.38972,n
0.71399,0.81717,p
0.72837,0.28393,p
0.15217,0.25260,p
0.22306,0.79938,p
0.42336,0.94410,p
0.53343,0.46188,p
0.49489,0.14146,p
0.22967,0.57712,n
0.17675,0.42563,n
0.94174,0.23384,p
0.93910,0.41581,p
0.58774,0.07069,p
0.21673,0.53674,n
0.20332,0.10822,p
0.49980,0.32456,p
0.73833,0.59882,p
0.43742,0.02499,p
0.11426,0.57926,n
0.18155,0.39104,n
0.26897,0.80281,p
0.78747,0.72431,p
0.39360,0.64108,n
0.35546,0.94335,p
0.11513,0.61308,n
0.23486,0.64099,n
0.12023,0.49502,n
0.71465,0.16104,p
0.54141,0.27995,p
0.28434,0.58041,n
0.78394,0.66747,p
0.47195,0.39340,p
0.11730,0.58384,p
0.57594,0.09181,p
0.23026,0.56402,n
0.29300,0.39501,n
0.18649,0.98912,p
0.72441,0.19858,p
0.05701,0.47458,n
0.33228,0.54569,p
0.24888,0.64166,n
0.83683,0.84020,p
0.29803,0.58983,n
0.86282,0.19814,p
0.98296,0.11673,p
0.94644,0.63920,p
0.93911,0.31614,p
0.38736,0.12528,p
0.37972,0.67105,p
0.30041,0.54883,n
0.08979,0.41677,n
0.09662,0.49756,n
0.15402,0.57831,n
0.41846,0.85136,p
0.73201,0.95062,p
0.23417,0.36036,n
0.21912,0.35876,n
0.19487,0.59993,n
0.20475,0.22562,p
0.31660,0.44292,n
0.37284,0.51058,p
0.28046,0.56567,n
0.13840,0.42694,n
0.24557,0.99906,p
0.19146,0.47848,p
0.27291,0.50999,n
0.17988,0.37102,n
0.66276,0.56307,p
0.27211,0.56278,n
0.19283,0.57971,n
0.17630,0.49722,n
0.04023,0.46301,p
0.03644,0.86676,p
0.28512,0.60725,n
0.20961,0.63585,n
0.10690,0.71842,p
0.30558,0.49617,n
0.56001,0.51228,p
0.22203,0.64495,n
0.22582,0.56352,n
0.30741,0.61335,p
0.46185,0.65469,p
0.67759,0.31053,p
0.90310,0.25502,p
0.14991,0.37388,n
0.35592,0.95661,p
0.87350,0.92930,p
0.90398,0.06023,p
0.20165,0.12007,p
0.17285,0.57229,n
0.22119,0.45050,p
0.28769,0.53874,n
0.32274,0.13968,p
0.27506,0.50515,n
0.23693,0.41262,n
0.24722,0.38101,n
0.85783,0.42942,p
0.59231,0.81525,p
0.72462,0.50138,p
0.18511,0.48786,n
0.23433,0.57948,n
0.99671,0.66075,n
0.19067,0.46181,n
0.25478,0.76117,p
0.66488,0.75239,p
0.19977,0.62619,n
0.08391,0.41275,p
0.56835,0.71168,p
0.46917,0.31551,p
0.90928,0.50523,p
0.45944,0.79836,p
0.31006,0.18582,p
0.75127,0.43859,p
0.90655,0.65163,p
0.18845,0.35819,n
0.25350,0.50771,p
0.30685,0.55178,n
0.11139,0.56626,n
0.24634,0.48304,n
0.14818,0.75910,p
0.15242,0.57888,p
0.32492,0.05071,n
0.14007,0.58088,n
0.95963,0.46560,p
0.42903,0.97270,p
0.15811,0.24510,p
0.23507,0.44422,n
0.09478,0.58667,n
0.41413,0.60672,p
0.43453,0.43146,p
0.21848,0.49692,n
0.36031,0.97423,p
0.07267,0.54452,p
0.14910,0.36369,n
0.33945,0.07806,n
0.08131,0.58195,n
0.89858,0.45938,p
0.57452,0.25094,p
0.55819,0.54525,p
0.46293,0.92686,p
0.13063,0.54355,n
0.56145,0.67189,p
0.15747,0.44501,n
0.62017,0.32067,n
0.22250,0.28358,p
0.61562,0.49942,p
0.31075,0.40468,n
0.32129,0.55474,n
0.24261,0.53529,n
0.31525,0.48671,n
0.71062,0.86068,p
0.12544,0.51338,n
0.46635,0.97854,p
0.47722,0.58162,p
0.26381,0.07482,p
0.71349,0.38844,p
0.96903,0.08925,p
0.22106,0.41053,n
0.71675,0.75002,p
0.29281,0.55514,n
0.83727,0.85544,p
0.53838,0.58519,p
0.21039,0.57594,n
0.14601,0.54506,n
0.14121,0.31885,p
0.19467,0.46805,n
0.17494,0.59709,n
0.73705,0.34041,p
0.60929,0.61837,p
0.07557,0.26329,p
0.10275,0.39396,n
0.31718,0.43551,n
0.43486,0.66910,p
0.07516,0.45133,n
0.71635,0.94688,p
0.41726,0.51379,p
0.87579,0.85817,p
0.59462,0.99666,p
0.14197,0.41286,n
0.26397,0.41295,n
0.25988,0.61101,n
0.10572,0.54748,n
0.27189,0.40751,n
0.07729,0.41381,n
0.59162,0.29493,p
0.78212,0.22827,p
0.26096,0.48679,n
0.89669,0.53329,p
0.19456,0.53410,n
0.54427,0.19013,p
0.97365,0.12190,p
0.72736,0.82427,p
0.19659,0.54580,n
0.08309,0.48834,p
0.28014,0.42228,n
0.13992,0.44492,n
0.44467,0.80905,n
0.14307,0.58982,p
0.48552,0.03897,p
0.10929,0.47737,n
0.00589,0.00413,n
0.13779,0.62356,n
0.24096,0.45829,n
0.32439,0.14031,n
0.54304,0.91794,p
0.57012,0.73429,p
0.27225,0.41574,n
0.65756,0.07611,p
0.98716,0.75003,p
0.67471,0.19198,p
0.29732,0.45658,p
0.51919,0.70837,p
0.24910,0.38797,n
0.08388,0.60553,p
0.21871,0.29596,p
0.12255,0.43564,p
0.28953,0.44290,n
0.15117,0.40264,n
0.96856,0.54812,p
0.50477,0.37963,p
0.36548,0.46314,p
0.08091,0.48327,n
0.20197,0.42404,n
0.33065,0.62366,p
0.60810,0.49123,p
0.59984,0.45383,p
0.46036,0.32901,p
0.21958,0.27149,p
0.13917,0.45513,n
0.21995,0.39038,n
0.29254,0.82817,p
0.29862,0.60225,n
0.42981,0.26887,p
0.23230,0.50142,n
0.54646,0.64346,p
0.44117,0.33138,p
0.79188,0.25158,p
0.17070,0.58168,n
0.34229,0.50641,p
0.95061,0.32042,p
0.11011,0.21724,p
0.32005,0.77862,p
0.32872,0.45576,n
0.17559,0.45157,n
0.09378,0.60345,n
0.30334,0.50315,n
0.17339,0.49584,n
0.68246,0.30609,p
0.14730,0.92778,p
0.99572,0.85638,p
0.01213,0.61240,p
0.01399,0.23978,p
0.33394,0.71804,p
0.20119,0.73304,p
0.14311,0.45115,n
0.34704,0.07363,p
0.13782,0.55779,p
0.15202,0.36928,n
0.09941,0.22784,p
0.20597,0.59478,n
0.78937,0.69012,p
0.72155,0.46311,p
0.11281,0.54106,n
0.30155,0.40962,p
0.31593,0.45368,n
0.20221,0.51136,n
0.62691,0.91927,n
0.18648,0.63077,n
0.19130,0.60623,n
0.32024,0.69089,p
0.55258,0.37802,n
0.99969,0.89628,n
0.27551,0.56177,n
0.17200,0.49972,n
0.62785,0.96096,p
0.18684,0.61074,n
0.22579,0.35300,n
0.05099,0.53804,p
0.04348,0.35170,p
0.33979,0.86389,p
0.13537,0.31257,p
0.60948,0.13404,p
0.28294,0.39167,n
0.11038,0.43342,n
0.13436,0.57612,n
0.66655,0.60424,n
0.43191,0.95260,n
0.51593,0.73547,p
0.04184,0.02689,p
0.15443,0.48662,n
0.90683,0.94503,p
0.93795,0.75825,p
0.79375,0.77855,p
0.33997,0.51221,n
0.87628,0.17979,p
0.16445,0.44580,n
0.69158,0.41253,p
0.59698,0.11842,p
0.09481,0.05343,p
0.21718,0.41322,n
0.29632,0.45009,n
0.08122,0.62831,n
0.59197,0.59951,p
0.69247,0.59965,p
0.14447,0.58605,n
0.28063,0.56247,n
0.21568,0.46048,n
0.24369,0.47638,n
0.90789,0.29865,n
0.79294,0.17551,n
0.81014,0.28864,p
0.33971,0.48981,n
0.17044,0.62838,n
0.30349,0.45025,n
0.29576,0.54895,n
0.33031,0.53625,n
0.06186,0.55058,n
0.20368,0.51469,n
0.13840,0.59416,p
0.24755,0.57044,n
0.75457,0.57585,n
0.43909,0.06311,p
0.90616,0.34840,p
0.86891,0.00830,p
0.99692,0.79057,p
0.07313,0.46299,n
0.75462,0.71071,p
0.48658,0.82938,n
0.20818,0.55127,n
0.28429,0.51555,n
0.89080,0.71021,p
0.31086,0.42629,n
0.35559,0.73719,p
0.21835,0.42647,n
0.08083,0.52260,n
0.22739,0.41235,p
0.76172,0.09933,p
0.09899,0.54479,n
0.25323,0.50897,n
0.06895,0.55291,n
0.46729,0.73942,p
0.14586,0.62980,n
0.20155,0.38199,n
0.74124,0.00296,p
0.30022,0.60904,n
0.15235,0.59411,n
0.00108,0.18715,p
0.24458,0.57620,n
0.89008,0.19641,p
0.52563,0.22007,n
0.21166,0.41915,n
0.09555,0.34725,p
0.88783,0.61089,p
0.17420,0.38685,n
0.94467,0.77117,p
0.15901,0.04806,p
0.12905,0.51119,n
0.29149,0.56940,n
0.27951,0.52365,n
0.24869,0.56000,n
0.20388,0.63779,n
0.27679,0.39926,n
0.97048,0.66697,p
0.46699,0.22616,p
0.25243,0.01500,p
0.22439,0.38961,p
0.30095,0.39341,n
0.27351,0.45485,n
0.27006,0.79829,p
0.20010,0.44591,n
0.59064,0.51871,n
0.05673,0.05344,p
0.77221,0.29950,p
0.05628,0.84879,p
0.25538,0.46424,n
0.65487,0.80074,p
0.10742,0.44983,n
0.34444,0.12979,p
0.24660,0.46370,n
0.22423,0.52305,n
0.24828,0.47620,n
0.27355,0.52510,n
0.73598,0.04781,n
0.17544,0.64317,p
0.11957,0.58032,n
0.19676,0.90614,p
0.16807,0.44607,n
0.91083,0.47267,p
0.23785,0.61937,p
0.32781,0.46489,n
0.21802,0.52899,n
0.09619,0.60465,n
0.16492,0.40079,n
0.38466,0.17593,p
0.29876,0.51250,n
0.25106,0.50849,n
0.23509,0.46564,p
0.15503,0.43046,n
0.17273,0.70801,n
0.10143,0.68225,p
0.18000,0.81734,p
0.17919,0.36690,n
0.16200,0.83863,p
0.28275,0.48774,p
0.76168,0.03460,p
0.26718,0.55394,n
0.12705,0.59831,n
0.27751,0.61254,n
0.12600,0.43837,n
0.41380,0.36375,n
0.96538,0.01943,p
0.12023,0.47051,n
0.24392,0.42672,n
0.41197,0.23863,p
0.29106,0.32220,p
0.04417,0.96878,p
0.06625,0.49228,n
0.23273,0.34894,p
0.23455,0.35911,n
0.22079,0.53680,n
0.06287,0.47016,n
0.24054,0.56826,n
0.11403,0.48809,n
0.84809,0.23153,p
0.87666,0.68613,p
0.08722,0.51294,n
0.00499,0.20249,p
0.08966,0.58556,n
0.29674,0.42504,n
0.70984,0.84449,p
0.15037,0.48734,p
0.81562,0.15314,p
0.26870,0.60341,n
0.29257,0.44413,n
0.24556,0.36728,n
0.76341,0.60477,p
0.14169,0.49768,n
0.93402,0.10340,p
0.30664,0.43524,n
0.21846,0.94240,n
0.17345,0.62091,n
0.37063,0.11645,p
0.23938,0.46224,n
0.18365,0.63534,n
0.79037,0.79704,p
0.15491,0.61730,n
0.11607,0.40211,p
0.91920,0.48782,p
0.20559,0.42780,n
0.17008,0.45904,n
0.18817,0.39281,n
0.23831,0.51886,n
0.10461,0.43022,n
0.19392,0.56855,n
0.11094,0.45326,n
0.73468,0.63623,p
0.83339,0.72616,p
0.23751,0.58932,n
0.02027,0.10966,p
0.66856,0.18887,p
0.43496,0.04565,p
0.08060,0.46323,n
0.38712,0.42185,p
0.16605,0.24931,p
0.36028,0.49106,p
0.20492,0.38927,n
0.02546,0.98941,p
0.23604,0.56939,p
0.05344,0.71745,p
0.35583,0.51623,p
0.54976,0.52954,p
0.32513,0.54083,n
0.49926,0.27934,p
0.83703,0.07899,p
0.18543,0.30294,p
0.14882,0.49035,n
0.15941,0.56400,p
0.15933,0.59383,n
0.01147,0.79850,p
0.02146,0.08116,n
0.82355,0.95566,p
0.31275,0.99045,p
0.43649,0.30495,p
0.33746,0.48623,n
0.01942,0.34158,n
0.98574,0.58162,p
0.10354,0.41264,n
0.27681,0.62136,p
0.76884,0.66699,p
0.92277,0.87625,n
0.23537,0.85054,p
0.15926,0.56786,n
0.07194,0.79661,p
0.78673,0.86785,p
0.20429,0.35336,n
0.15446,0.03884,p
0.85396,0.29387,p
0.32375,0.45231,n
0.89965,0.04129,p
0.66141,0.40905,p
0.08853,0.57981,n
0.67857,0.02205,p
0.26623,0.67351,p
0.20547,0.35429,n
0.18789,0.46317,n
0.10303,0.57543,n
0.62537,0.56866,p
0.05885,0.47010,n
0.07292,0.96287,p
0.04258,0.66769,p
0.19225,0.86158,n
0.00685,0.76149,p
0.13814,0.42971,n
0.14602,0.52056,n
0.23621,0.50240,n
0.27551,0.39427,n
0.56796,0.99596,n
0.27293,0.49659,n
0.98630,0.43149,p
0.30937,0.19072,p
0.11257,0.57447,n
0.59395,0.03615,n
0.74829,0.06754,p
0.19628,0.46175,n
0.29176,0.48452,p
0.07296,0.74271,p
0.10789,0.44369,n
0.88471,0.48072,p
0.63880,0.18741,p
0.09006,0.16316,n
0.62880,0.98612,p
0.94873,0.05666,p
0.19423,0.40209,n
0.18066,0.43172,n
0.85098,0.85681,p
0.01175,0.87414,p
0.54148,0.48312,n
0.28004,0.19019,p
0.12309,0.49915,p
0.14387,0.37009,n
0.74137,0.80932,p
0.39144,0.47026,p
0.68015,0.14667,n
0.39947,0.23098,p
0.13650,0.48563,n
0.17398,0.50633,n
0.15176,0.40560,p
0.42760,0.51439,p
0.10086,0.43818,n
0.73552,0.27820,p
0.24768,0.43220,n
0.15330,0.44259,n
0.23113,0.41523,n
0.19327,0.40570,n
0.39609,0.20705,p
0.73135,0.91593,p
0.77873,0.98412,p
0.09683,0.57407,n
0.74808,0.50825,p
0.17322,0.55303,n
0.26520,0.55031,n
0.31137,0.54434,n
0.29262,0.25054,n
0.62423,0.29256,p
0.50046,0.54131,p
0.09952,0.55871,n
0.20063,0.74630,p
0.13051,0.51597,n
0.41653,0.23141,p
0.32847,0.46312,n
0.28772,0.39877,n
0.62160,0.95269,p
0.07067,0.53779,n
0.27770,0.46529,p
0.15336,0.43278,n
0.31943,0.62719,p
0.75929,0.06075,p
0.10079,0.58110,n
0.20613,0.51744,n
0.97450,0.13872,p
0.13509,0.40025,n
0.21545,0.68516,p
0.16853,0.66733,p
0.29921,0.55505,n
0.70479,0.09694,p
0.91790,0.35953,p
0.67182,0.73776,p
0.41389,0.08196,p
0.11459,0.39989,n
0.26312,0.54239,n
0.21651,0.53656,n
0.32924,0.51965,n
0.24584,0.76959,n
0.95272,0.04492,p
0.08669,0.52223,n
0.94381,0.38540,p
0.19130,0.19025,p
0.88404,0.71086,p
0.26191,0.59758,n
0.48908,0.96682,p
0.15384,0.44426,n
0.17710,0.62958,n
0.24571,0.51494,n
0.16606,0.54037,n
0.05122,0.67770,n
0.18109,0.49544,n
0.06513,0.44957,n
0.04513,0.78590,p
0.98933,0.12331,p
0.23554,0.41799,n
0.14349,0.47775,n
0.78051,0.65122,p
0.31423,0.58368,n
0.81792,0.87580,p
0.18463,0.55737,n
0.46719,0.69694,p
0.18421,0.43800,n
0.18168,0.40113,n
0.20906,0.40131,n
0.46532,0.44408,p
0.21322,0.61161,n
0.18404,0.98657,p
0.33495,0.45341,n
0.26794,0.89601,p
0.10107,0.50000,n
0.15662,0.59135,n
0.42296,0.99147,p
0.53532,0.21344,p
0.20537,0.75456,p
0.12474,0.53124,n
0.17952,0.40580,n
0.10343,0.57773,n
0.34545,0.35270,p
0.28788,0.56837,p
0.78849,0.09950,p
0.30754,0.41439,n
0.23073,0.45961,n
0.27085,0.36134,p
0.78319,0.30246,p
0.19345,0.41119,n
0.32668,0.51103,p
0.16483,0.45164,n
0.24947,0.29164,p
0.26236,0.58832,n
0.31349,0.96718,p
0.17615,0.54390,n
0.11999,0.58148,n
0.30919,0.60193,n
0.16709,0.45101,n
0.78632,0.69297,p
0.29013,0.48005,n
0.08989,0.19053,p
0.25025,0.50089,n
0.44885,0.27179,p
0.28487,0.38818,n
0.14494,0.61619,n
0.18955,0.13181,p
0.33102,0.49916,n
0.97948,0.91240,p
0.23993,0.39540,n
0.35395,0.00713,p
0.29508,0.40529,n
0.22693,0.59514,p
0.50946,0.45325,p
0.38710,0.54537,p
0.23391,0.46245,n
0.20558,0.62352,n
0.21006,0.46900,n
0.18281,0.38444,n
0.86844,0.56874,p
0.83179,0.03825,n
0.23239,0.12636,p
0.19092,0.47580,n
0.50188,0.76743,p
0.68797,0.53952,p
0.20610,0.58237,n
0.28711,0.42228,n
0.17603,0.82189,p
0.11170,0.20861,p
0.13157,0.50426,n
0.14413,0.63040,p
0.18413,0.01988,n
0.28568,0.60877,p
0.24215,0.57419,n
0.85832,0.60747,p
0.97456,0.13596,p
0.29605,0.49124,n
0.17797,0.37547,n
0.86056,0.14906,p
0.94366,0.57617,p
0.98346,0.23169,p
0.05840,0.85330,p
0.30855,0.56187,n
0.12882,0.20856,p
0.19821,0.42907,n
0.16487,0.45104,n
0.06527,0.51400,n
0.36397,0.65638,p
0.64440,0.20776,p
0.24893,0.61455,p
0.91888,0.66626,n
0.15627,0.47511,n
0.74249,0.05221,p
0.28068,0.39217,n
0.39991,0.43088,p
0.99323,0.71486,n
0.23890,0.48200,p
0.07323,0.42768,n
0.37663,0.39598,p
0.40319,0.52635,p
0.60478,0.66274,p
0.55769,0.75101,p
0.17709,0.55646,n
0.25324,0.59408,n
0.52734,0.90236,p
0.33480,0.52196,n
0.88146,0.69658,p
0.12992,0.03585,n
0.69404,0.93207,p
0.12001,0.21117,p
0.76141,0.96280,p
0.11085,0.40315,n
0.27149,0.12749,n
0.31878,0.48763,n
0.21324,0.48051,n
0.73716,0.81289,p
0.10883,0.46238,n
0.13944,0.46156,n
0.30284,0.59506,p
0.15566,0.59933,p
0.28556,0.39756,n
0.18658,0.65357,p
0.25914,0.94196,p
0.07946,0.43126,n
0.17002,0.41886,n
0.62737,0.27302,p
0.62654,0.80886,p
0.49022,0.04722,p
0.04888,0.16331,p
0.99130,0.52415,p
0.23272,0.57991,n
0.27074,0.52487,n
0.15876,0.39109,n
0.19748,0.35622,p
0.21566,0.43924,n
0.57498,0.33046,n
0.39378,0.70442,p
0.25781,0.45184,n
0.20775,0.63977,n
0.12845,0.53942,n
0.03123,0.48431,p
0.23608,0.38908,n
0.18033,0.57822,n
0.34268,0.42039,p
0.24106,0.40343,n
0.19775,0.58870,n
0.73326,0.10957,p
0.54609,0.42278,p
0.16950,0.60612,n
0.12141,0.47670,n
0.93096,0.22290,p
0.28425,0.58262,n
0.85954,0.64847,p
0.26755,0.59174,p
0.03659,0.86462,p
0.35710,0.59366,p
0.29787,0.41966,n
0.13657,0.48615,p
0.25685,0.51353,n
0.77536,0.95050,p
0.15922,0.39390,n
0.14779,0.43467,n
0.14603,0.44913,n
0.93472,0.36128,p
0.91716,0.74883,p
0.25366,0.36139,n
0.05132,0.31010,p
0.01805,0.68844,p
0.32803,0.44106,n
0.11227,0.61098,n
0.24535,0.38186,n
0.83218,0.49167,p
0.18548,0.44597,n
0.11846,0.12315,p
0.14123,0.52676,p
0.07144,0.51947,n
0.22241,0.58084,n
0.90514,0.04960,p
0.19794,0.59536,n
0.22354,0.63445,n
0.20454,0.37291,n
0.79069,0.28649,p
0.83870,0.77709,p
0.48645,0.30922,p
0.25388,0.42109,n
0.30908,0.83117,p
0.18181,0.37447,n
0.18011,0.35710,n
0.35903,0.12936,p
0.97682,0.82698,p
0.29384,0.52583,n
0.35324,0.61936,p
0.68484,0.67401,p
0.21333,0.20556,p
0.22036,0.52449,n
0.26012,0.58720,n
0.15080,0.18752,p
0.77645,0.57472,p
0.68521,0.40292,n
0.26141,0.39132,n
0.65810,0.23127,p
0.53717,0.56792,p
0.28949,0.51276,n
0.13638,0.43568,n
0.24956,0.63040,n
0.21708,0.45953,p
0.97105,0.84775,p
0.41613,0.71303,p
0.37850,0.27841,p
0.08295,0.41883,n
0.63321,0.67827,p
0.84362,0.44551,p
0.78054,0.51665,n
0.24245,0.53013,n
0.11842,0.54954,n
0.56810,0.05873,n
0.31602,0.57239,n
0.33493,0.12633,n
0.62424,0.92985,p
0.27873,0.38630,n
0.05688,0.48662,n
0.17808,0.48542,n
0.84446,0.07811,p
0.17224,0.59414,n
0.31016,0.56372,n
0.41628,0.17197,p
0.32469,0.58330,n
0.66218,0.63552,p
0.12909,0.17642,p
0.90953,0.93845,p
0.46104,0.86432,p
0.38026,0.52574,p
0.13267,0.51702,n
0.30740,0.51431,n
0.48435,0.26113,p
0.42721,0.26647,p
0.32962,0.46523,n
0.21245,0.40243,n
0.80260,0.31259,p
0.12061,0.99055,p
0.24144,0.53563,n
0.82891,0.70447,p
0.27365,0.60614,p
0.60574,0.51364,p
0.53023,0.18719,p
0.15811,0.50920,n
0.20427,0.50902,n
0.19326,0.22457,p
0.79874,0.91540,p
0.14538,0.62064,n
0.34558,0.51525,n
0.22060,0.40107,n
0.32800,0.43585,n
0.22768,0.17032,p
0.00696,0.63376,p
0.11994,0.84612,p
0.19755,0.52969,n
0.12489,0.54749,n
0.32191,0.55701,n
0.16733,0.64614,n
0.65752,0.91333,p
0.06252,0.13588,p
0.61373,0.62206,p
0.46925,0.60623,n
0.22444,0.42297,p
0.46315,0.43592,p
0.85878,0.32176,p
0.62739,0.83327,p
0.32564,0.52821,n
0.99896,0.78169,n
0.04497,0.68149,p
0.33207,0.36515,n
0.11992,0.49269,p
0.21636,0.58239,n
0.65289,0.31147,p
0.19162,0.23369,n
0.31496,0.50048,n
0.36530,0.48133,n
0.57791,0.31835,p
0.25186,0.52071,n
0.43136,0.60003,n
0.30113,0.62898,n
0.31063,0.50716,p
0.73776,0.64333,p
0.45123,0.34730,p
0.38084,0.18183,p
0.25975,0.41798,n
0.28464,0.59722,n
0.21940,0.54673,n
0.34623,0.57160,n
0.04295,0.64346,p
0.73261,0.07721,p
0.36012,0.33494,n
0.41473,0.54001,n
0.28843,0.76339,p
0.20710,0.51536,n
0.31170,0.47555,p
0.43268,0.26862,p
0.50535,0.48081,n
0.31907,0.71444,n
0.11110,0.49398,n
0.29504,0.38370,n
0.32440,0.37456,n
0.12463,0.83092,n
0.31302,0.35101,n
0.49602,0.40114,n
0.46725,0.57643,n
0.41877,0.97688,p
0.02130,0.16791,p
0.99067,0.84404,p
0.48606,0.66449,n
0.96167,0.78013,n
0.46943,0.38234,p
0.89968,0.91119,p
0.36740,0.64303,n
0.54587,0.61942,n
0.53904,0.31460,p
0.32909,0.29725,n
0.49407,0.40466,n
0.43417,0.51740,n
0.78996,0.05574,p
0.85770,0.53866,p
0.35621,0.98821,p
0.74887,0.79550,p
0.29457,0.37760,n
0.75095,0.37670,p
0.52063,0.55858,n
0.23166,0.56066,n
0.13306,0.46089,p
0.78845,0.92520,n
0.72154,0.70665,p
0.78366,0.32212,p
0.31818,0.58407,n
0.48253,0.81141,p
0.38663,0.64981,n
0.53931,0.38276,n
0.48573,0.42388,n
0.56028,0.45821,n
0.28148,0.36249,n
0.74079,0.26367,n
0.50881,0.61223,n
0.65230,0.31881,p
0.57225,0.82653,n
0.37929,0.18092,p
0.75211,0.51970,n
0.10043,0.44195,p
0.41432,0.62082,p
0.48100,0.32252,n
0.56616,0.55095,n
0.52916,0.62260,n
0.32211,0.62346,n
0.52453,0.58754,n
0.47291,0.68957,p
0.38223,0.58305,n
0.51221,0.37320,n
0.33195,0.66277,n
0.35032,0.53788,n
0.35345,0.54448,p
0.63804,0.80778,p
0.94350,0.24290,p
0.73415,0.46498,p
0.13204,0.89807,n
0.30710,0.54166,n
0.33277,0.53642,n
0.38986,0.47141,n
0.33780,0.72781,n
0.51525,0.03401,p
0.24934,0.92730,p
0.43277,0.37502,n
0.36993,0.29102,p
0.41174,0.56506,n
0.40875,0.49439,n
0.16317,0.21806,p
0.02358,0.44742,n
0.41340,0.55781,p
0.59381,0.75934,p
0.46387,0.44870,p
0.64235,0.17740,p
0.36859,0.91596,p
0.50246,0.24762,p
0.92681,0.03371,p
0.49008,0.40496,n
0.34165,0.86236,n
0.34514,0.76598,p
0.48285,0.55509,n
0.37132,0.68423,n
0.55597,0.24575,p
0.24610,0.58906,n
0.53145,0.53314,n
0.22363,0.42506,n
0.55549,0.44333,n
0.61581,0.75403,p
0.60409,0.98382,p
0.58570,0.56806,n
0.51166,0.47274,n
0.38242,0.18311,p
0.33327,0.58038,n
0.15790,0.52961,n
0.30751,0.58593,n
0.08647,0.11736,p
0.37190,0.18796,p
0.35873,0.60074,n
0.78594,0.02751,p
0.45073,0.70157,n
0.27851,0.52932,n
0.91900,0.72483,p
0.35214,0.57399,n
0.28796,0.62960,n
0.99737,0.67302,p
0.23850,0.60549,n
0.58853,0.60607,p
0.36909,0.66198,n
0.79872,0.50606,p
0.85339,0.35197,p
0.46636,0.16161,n
0.37434,0.44122,n
0.45019,0.48961,n
0.94367,0.39622,p
0.49811,0.05905,p
0.47559,0.28261,p
0.29543,0.43395,n
0.42720,0.22245,p
0.48346,0.44686,n
0.19825,0.17513,p
0.34933,0.48891,p
0.20302,0.50329,n
0.48861,0.48973,n
0.45848,0.64507,n
0.39807,0.23386,p
0.47897,0.14182,p
0.43278,0.66876,n
0.74483,0.07273,p
0.67760,0.86750,p
0.62080,0.05239,p
0.54499,0.70980,p
0.33794,0.68406,n
0.28702,0.63400,n
0.70526,0.89632,p
0.42102,0.43371,n
0.53794,0.84806,p
0.34345,0.40708,n
0.16098,0.23509,n
0.27531,0.54067,n
0.17515,0.29270,p
0.40386,0.68106,p
0.49085,0.41793,n
0.38451,0.31033,n
0.28469,0.56471,n
0.98339,0.38269,p
0.40446,0.43951,n
0.15378,0.70550,p
0.34442,0.47907,p
0.61623,0.56371,p
0.78370,0.11603,p
0.29144,0.64546,n
0.30554,0.78678,p
0.85064,0.20213,p
0.30678,0.37644,n
0.32324,0.41715,n
0.35175,0.38133,n
0.27906,0.38725,n
0.39803,0.60811,n
0.68508,0.27005,p
0.43619,0.53357,n
0.47426,0.78015,p
0.30089,0.46048,n
0.42787,0.98255,n
0.54653,0.40324,p
0.33926,0.49629,p
0.10530,0.54677,p
0.10256,0.66020,p
