@relation CIRCLES
@attribute x real
@attribute y real
@attribute class {p,n}

@data
0.46389,0.68462,n
0.50529,0.65501,n
0.58234,0.77394,p
0.19192,0.41869,p
0.44933,0.77837,p
0.40880,0.53889,n
0.74135,0.56894,p
0.69451,0.44130,p
0.64990,0.54057,n
0.52397,0.43814,n
0.73755,0.29394,n
0.01211,0.66293,p
0.66996,0.63095,n
0.55146,0.69559,n
0.34835,0.38041,n
0.60533,0.71156,n
0.55454,0.65139,n
0.95460,0.98994,p
0.54514,0.54880,n
0.50455,0.70319,n
0.19479,0.03317,p
0.34513,0.20932,p
0.53125,0.64192,n
0.53959,0.55950,n
0.30637,0.76437,p
0.00170,0.51218,p
0.35029,0.88330,p
0.57768,0.70207,n
0.00012,0.04751,p
0.41674,0.75329,p
0.46933,0.05210,p
0.29959,0.35643,p
0.44091,0.71145,p
0.09464,0.90818,p
0.54666,0.96260,p
0.60699,0.01322,p
0.77421,0.05056,p
0.85760,0.56147,p
0.66899,0.60246,n
0.46998,0.65475,n
0.41929,0.62722,n
0.54925,0.59024,n
0.67190,0.55461,n
0.36664,0.78376,p
0.26016,0.70773,p
0.58236,0.72403,n
0.78946,0.35775,n
0.66256,0.45379,n
0.20473,0.06192,p
0.54241,0.34831,n
0.56015,0.44214,n
0.45829,0.63484,n
0.59133,0.66689,n
0.17305,0.86733,p
0.46522,0.61810,n
0.82868,0.81265,p
0.47614,0.60352,n
0.83397,0.75029,p
0.17356,0.73881,p
0.34809,0.18799,n
0.31578,0.98233,p
0.51094,0.58137,n
0.57860,0.65106,n
0.61340,0.47230,p
0.42831,0.70658,p
0.37384,0.79097,p
0.61972,0.31635,n
0.66653,0.68875,p
0.79484,0.53004,n
0.45078,0.55581,n
0.44252,0.57868,n
0.48449,0.06542,p
0.44635,0.02215,p
0.41657,0.94646,p
0.81169,0.99929,n
0.64520,0.41223,n
0.41852,0.65947,n
0.43131,0.63474,n
0.46307,0.95001,p
0.79910,0.45138,n
0.93165,0.33490,p
0.69744,0.28521,n
0.74801,0.43281,n
0.03445,0.29402,p
0.52172,0.45423,n
0.58081,0.15924,p
0.73620,0.66119,n
0.58379,0.04384,p
0.88488,0.10871,p
0.29193,0.33963,p
0.50662,0.49985,n
0.79021,0.55717,p
0.76616,0.33784,n
0.71955,0.40295,n
0.08983,0.18549,n
0.45170,0.88699,p
0.73267,0.40597,p
0.57946,0.57692,n
0.62171,0.72149,n
0.47577,0.59935,n
0.02412,0.24303,p
0.49567,0.78943,p
0.05281,0.77782,p
0.10903,0.06898,p
0.44687,0.55021,n
0.43358,0.07883,p
0.43367,0.01461,p
0.50164,0.15671,p
0.94947,0.09944,p
0.63430,0.62123,n
0.95667,0.90340,p
0.63538,0.57059,n
0.17079,0.52370,p
0.45219,0.31996,n
0.32977,0.07258,p
0.54327,0.60270,n
0.52809,0.70013,n
0.91001,0.59163,p
0.35541,0.48674,n
0.40700,0.73467,p
0.94153,0.05322,p
0.68857,0.73202,p
0.85080,0.95037,p
0.86914,0.48072,p
0.58050,0.47274,n
0.81282,0.77975,p
0.78855,0.91037,p
0.63445,0.60418,n
0.38769,0.20982,p
0.43359,0.61653,n
0.56410,0.58225,n
0.49901,0.53215,n
0.05039,0.67577,n
0.31504,0.80965,p
0.41075,0.36002,n
0.84101,0.47328,n
0.87389,0.21427,p
0.55557,0.45208,n
0.06117,0.08103,p
0.70454,0.60086,n
0.03292,0.37328,p
0.82937,0.10971,p
0.67175,0.51308,n
0.36085,0.88798,p
0.83911,0.46681,n
0.70195,0.62652,n
0.82180,0.54263,n
0.56470,0.73121,n
0.01879,0.03108,p
0.36375,0.42049,n
0.08092,0.87362,p
0.52119,0.81629,p
0.81000,0.54858,n
0.75274,0.54675,n
0.85302,0.01166,p
0.65172,0.73871,n
0.24088,0.41945,p
0.31774,0.63880,p
0.75494,0.34583,n
0.66554,0.60780,n
0.65388,0.19211,p
0.66454,0.28658,n
0.46397,0.48639,n
0.82048,0.55430,n
0.35025,0.82349,p
0.54625,0.55000,p
0.10011,0.64087,p
0.36143,0.29056,p
0.86136,0.72002,p
0.41313,0.75612,p
0.04220,0.58201,p
0.92019,0.14879,p
0.03155,0.01016,p
0.99770,0.06619,p
0.41700,0.64883,n
0.23007,0.19637,p
0.69571,0.44057,p
0.72710,0.64608,n
0.83368,0.42690,n
0.68678,0.70857,n
0.49118,0.76551,p
0.89341,0.54261,p
0.52789,0.44432,n
0.72600,0.27158,p
0.75047,0.61162,p
0.42721,0.54139,n
0.70282,0.43872,n
0.56819,0.03619,p
0.20533,0.57014,p
0.58325,0.33947,n
0.89451,0.30604,p
0.58695,0.56333,n
0.79042,0.60386,n
0.45742,0.45386,n
0.53025,0.32939,n
0.86943,0.51164,p
0.35819,0.46214,n
0.61057,0.36307,n
0.91505,0.23738,p
0.52695,0.89374,p
0.27898,0.84166,p
0.37311,0.01084,p
0.61774,0.61238,p
0.64784,0.52850,n
0.70853,0.27688,p
0.50540,0.32955,n
0.11693,0.68736,p
0.58474,0.09073,p
0.58491,0.63811,p
0.33231,0.54137,p
0.87824,0.62155,p
0.58693,0.57561,n
0.99071,0.89646,p
0.84126,0.48430,n
0.89025,0.23732,p
0.81100,0.48474,n
0.96298,0.08271,p
0.53835,0.74315,n
0.48578,0.81882,p
0.69230,0.38775,n
0.74164,0.19884,p
0.98270,0.84296,p
0.45741,0.61414,n
0.50385,0.67503,n
0.51582,0.53391,n
0.04805,0.46681,n
0.63466,0.39605,n
0.23002,0.76254,p
0.45000,0.63662,n
0.70133,0.81182,p
0.31018,0.12005,p
0.50814,0.31364,p
0.45009,0.44585,n
0.02776,0.49474,p
0.61097,0.67741,n
0.82020,0.59142,p
0.18792,0.36505,p
0.63701,0.64041,n
0.45830,0.63400,n
0.58764,0.76284,p
0.09494,0.03725,p
0.67558,0.06154,p
0.18088,0.00343,p
0.32826,0.45419,p
0.68980,0.90638,p
0.68814,0.18400,n
0.24072,0.05145,p
0.39499,0.86339,p
0.37102,0.80895,p
0.32504,0.48912,p
0.67506,0.37603,n
0.54719,0.18655,p
0.00428,0.79144,p
0.74809,0.49999,n
0.63374,0.44375,n
0.91242,0.64402,p
0.80151,0.35488,n
0.75601,0.45857,n
0.52005,0.71336,n
0.42788,0.67093,n
0.22605,0.98940,n
0.05849,0.75216,p
0.55716,0.13482,p
0.61292,0.85060,p
0.67393,0.48016,n
0.35752,0.28443,p
0.10482,0.29223,p
0.40032,0.49795,n
0.53231,0.43627,n
0.80702,0.60608,n
0.37572,0.50500,n
0.81449,0.82382,p
0.91814,0.56005,n
0.68373,0.49972,n
0.39658,0.49397,n
0.36620,0.21059,n
0.86493,0.50795,p
0.07828,0.29331,p
0.66551,0.22638,p
0.47599,0.13466,p
0.66679,0.43304,n
0.82867,0.42280,p
0.41062,0.05740,p
0.42184,0.35657,p
0.54215,0.40463,n
0.81211,0.39310,n
0.79115,0.85887,p
0.46949,0.48522,n
0.41831,0.64599,n
0.72242,0.68619,n
0.06908,0.84577,p
0.35005,0.00607,p
0.39893,0.51852,n
0.65703,0.33405,n
0.66556,0.72236,n
0.65714,0.32406,n
0.72149,0.85211,p
0.73880,0.65835,n
0.63164,0.90923,n
0.89951,0.50061,p
0.56134,0.56851,n
0.86450,0.73726,p
0.84843,0.52306,n
0.78160,0.55899,n
0.09570,0.74971,p
0.62240,0.28745,n
0.02980,0.39744,p
0.56734,0.53170,n
0.51361,0.70744,p
0.51438,0.43788,p
0.92561,0.49699,p
0.31704,0.14892,p
0.24184,0.73759,p
0.82844,0.33028,p
0.35778,0.27024,n
0.63933,0.58910,n
0.04505,0.74787,n
0.38938,0.39324,n
0.00674,0.01551,p
0.57954,0.51110,n
0.83641,0.93893,n
0.61546,0.55090,n
0.47889,0.06923,p
0.86795,0.26268,n
0.81464,0.39740,n
0.56109,0.41045,p
0.49160,0.82468,p
0.91687,0.56519,p
0.68952,0.24008,p
0.80087,0.18677,p
0.45071,0.49387,n
0.29784,0.79150,p
0.66843,0.40160,n
0.56055,0.36167,n
0.75062,0.14112,p
0.94030,0.38917,p
0.70709,0.63724,n
0.95574,0.59847,p
0.60771,0.50366,n
0.83392,0.79006,p
0.73341,0.24259,p
0.66643,0.27324,n
0.86074,0.71954,p
0.71514,0.38191,n
0.02282,0.30604,p
0.12113,0.55823,p
0.80906,0.95484,p
0.58734,0.54557,p
0.93056,0.68536,n
0.97240,0.96682,p
0.78850,0.64068,p
0.98988,0.69089,p
0.53136,0.68394,n
0.41553,0.65071,n
0.69276,0.13974,p
0.60912,0.98592,p
0.54227,0.61562,n
0.52659,0.63144,n
0.73764,0.49693,p
0.55097,0.56937,n
0.98311,0.82452,p
0.92617,0.38673,p
0.43940,0.33342,n
0.65653,0.70907,p
0.29482,0.64579,p
0.15189,0.80935,p
0.04588,0.37081,p
0.13943,0.02476,p
0.71110,0.55483,n
0.15724,0.61177,p
0.21244,0.98984,p
0.52267,0.72897,n
0.90400,0.14877,p
0.18354,0.82561,p
0.51689,0.48014,n
0.47687,0.67556,n
0.55303,0.38407,n
0.39227,0.70577,p
0.92341,0.80184,n
0.87708,0.45861,p
0.68352,0.31821,n
0.25313,0.01375,p
0.07378,0.03392,p
0.73853,0.56524,n
0.66107,0.42968,n
0.65005,0.62271,n
0.59312,0.47228,n
0.55492,0.29744,n
0.27584,0.57190,p
0.09002,0.81556,p
0.53754,0.63192,n
0.47775,0.84557,p
0.94054,0.61233,p
0.48045,0.37449,n
0.87048,0.62353,n
0.59528,0.42463,n
0.28950,0.10416,p
0.45079,0.65363,n
0.58046,0.57645,n
0.14226,0.08947,p
0.80288,0.77733,p
0.05520,0.95390,p
0.62423,0.27466,n
0.47526,0.61126,n
0.48930,0.95683,p
0.60065,0.50126,n
0.52516,0.01233,p
0.62476,0.54749,n
0.99693,0.71676,p
0.14979,0.36546,p
0.45547,0.07265,p
0.44159,0.40644,n
0.77490,0.83223,p
0.18693,0.06862,p
0.79021,0.54617,n
0.36705,0.47478,n
0.38232,0.38285,n
0.07051,0.46488,p
0.23383,0.93061,p
0.55548,0.71915,n
0.45398,0.28454,p
0.66143,0.14673,n
0.50660,0.63692,n
0.54256,0.38474,n
0.15420,0.45230,p
0.22811,0.94200,p
0.99385,0.41243,p
0.55475,0.51101,n
0.66187,0.60525,n
0.57133,0.70479,n
0.36106,0.44489,n
0.67675,0.27739,n
0.23811,0.80764,p
0.54635,0.28944,n
0.10877,0.95201,p
0.15697,0.97542,p
0.73987,0.62742,n
0.42933,0.16947,p
0.45318,0.50383,n
0.17012,0.63456,p
0.22252,0.37369,p
0.06934,0.04915,p
0.22221,0.83138,p
0.41112,0.60272,n
0.61172,0.66203,n
0.79181,0.34806,n
0.61581,0.41956,n
0.63270,0.04314,p
0.24892,0.18896,p
0.17101,0.20836,p
0.99301,0.02092,n
0.43647,0.29152,p
0.43342,0.92802,p
0.66874,0.33450,p
0.26124,0.29130,p
0.75527,0.59177,n
0.65687,0.35368,n
0.99252,0.01431,p
0.67720,0.63540,n
0.51836,0.96008,p
0.64430,0.35525,n
0.51737,0.36184,n
0.34240,0.79782,p
0.53031,0.49306,n
0.68366,0.82452,p
0.65747,0.44513,n
0.80595,0.41132,n
0.43295,0.19904,p
0.57735,0.34870,n
0.67405,0.79872,p
0.97079,0.03750,p
0.64137,0.30783,n
0.40635,0.13297,p
0.75831,0.41136,n
0.42625,0.51011,n
0.13344,0.73018,p
0.19541,0.04616,p
0.46758,0.68613,n
0.98920,0.86937,p
0.73951,0.63465,n
0.44380,0.30657,n
0.60831,0.92217,p
0.46628,0.30363,n
0.39576,0.61670,n
0.70242,0.48738,n
0.46506,0.44035,n
0.48217,0.32180,n
0.99931,0.50860,p
0.51544,0.12808,p
0.38734,0.51133,n
0.45433,0.00540,p
0.53737,0.11362,p
0.82666,0.61987,p
0.65296,0.58861,n
0.16763,0.02813,p
0.63053,0.65074,n
0.76989,0.61633,n
0.89005,0.52112,p
0.33991,0.12155,p
0.52465,0.63783,n
0.64852,0.33247,n
0.48945,0.69680,n
0.39889,0.38698,n
0.93117,0.08730,p
0.39139,0.02145,p
0.87501,0.48621,p
0.00990,0.54222,p
0.25905,0.15532,p
0.33017,0.78711,p
0.54636,0.37030,n
0.92815,0.18635,p
0.78867,0.58961,n
0.25197,0.27162,p
0.62166,0.36056,n
0.55748,0.46687,n
0.09094,0.14679,p
0.34657,0.18259,p
0.75916,0.40151,n
0.38606,0.73199,p
0.39363,0.09777,p
0.33748,0.76759,p
0.54968,0.31589,n
0.23985,0.27728,p
0.53519,0.28261,n
0.92678,0.42572,p
0.43553,0.66304,n
0.71427,0.59808,n
0.95570,0.74465,p
0.63036,0.29847,n
0.76568,0.84865,p
0.63213,0.57561,n
0.71139,0.37454,n
0.58596,0.97953,p
0.18351,0.38270,p
0.58154,0.29531,p
0.55095,0.54649,n
0.98604,0.74395,p
0.36476,0.56206,n
0.49088,0.77829,p
0.48180,0.41016,n
0.51660,0.83925,p
0.91326,0.35255,p
0.61964,0.38306,p
0.96731,0.53614,p
0.39976,0.42992,n
0.55619,0.34663,n
0.56524,0.53523,p
0.15343,0.48276,p
0.93105,0.87669,p
0.21331,0.42718,p
0.69501,0.54734,n
0.49756,0.23985,p
0.04310,0.53997,p
0.87195,0.88043,p
0.47663,0.62237,n
0.17601,0.65285,p
0.20252,0.11650,p
0.03652,0.54837,p
0.69141,0.74455,p
0.67622,0.48202,n
0.38773,0.48512,n
0.80124,0.64062,n
0.57887,0.38587,n
0.44222,0.61660,n
0.35907,0.58477,p
0.98632,0.40580,p
0.44937,0.54029,p
0.66451,0.37289,n
0.52963,0.38398,n
0.44329,0.52360,n
0.34603,0.15121,p
0.89369,0.34713,p
0.03572,0.51616,p
0.64723,0.55202,n
0.16305,0.61414,n
0.72227,0.71307,n
0.13109,0.00097,p
0.34775,0.68465,p
0.56486,0.51973,n
0.75752,0.68041,n
0.32473,0.28782,n
0.00627,0.46527,n
0.77277,0.58152,n
0.34200,0.95563,p
0.50315,0.32646,n
0.34285,0.81253,p
0.84404,0.57439,p
0.59696,0.31556,n
0.71479,0.42020,n
0.38506,0.59940,n
0.04040,0.83130,p
0.30782,0.47373,p
0.68406,0.91296,p
0.87889,0.96314,p
0.70863,0.51563,n
0.74017,0.75738,n
0.47200,0.52606,n
0.75003,0.43059,n
0.87455,0.80215,n
0.99133,0.29206,p
0.84100,0.76413,p
0.76684,0.49098,n
0.66798,0.48831,n
0.51855,0.45541,n
0.63434,0.53988,n
0.78622,0.59304,n
0.30191,0.35864,p
0.68533,0.32425,n
0.50620,0.20285,p
0.67674,0.30664,n
0.73351,0.42473,p
0.67668,0.30409,n
0.66336,0.29614,n
0.69418,0.80328,p
0.61739,0.47807,n
0.38975,0.44891,n
0.54365,0.16129,p
0.58529,0.64142,p
0.81145,0.61550,n
0.53088,0.68175,n
0.08654,0.86493,p
0.03752,0.83667,n
0.79368,0.71772,p
0.23918,0.31826,p
0.71123,0.81528,p
0.87305,0.29907,p
0.38867,0.46878,p
0.20891,0.74899,p
0.51729,0.63889,n
0.70690,0.47933,n
0.52070,0.72264,p
0.74661,0.46164,n
0.29656,0.29018,p
0.90088,0.35331,p
0.90102,0.27603,p
0.57232,0.33596,p
0.76800,0.51420,n
0.56851,0.61718,p
0.22555,0.37504,p
0.25027,0.93162,n
0.47155,0.97782,p
0.76388,0.48662,n
0.39000,0.80682,p
0.77629,0.59383,n
0.18275,0.65295,p
0.47175,0.51363,p
0.61617,0.06340,p
0.51812,0.40542,n
0.14277,0.45433,p
0.67831,0.59781,n
0.36712,0.47169,n
0.72423,0.35064,n
0.18977,0.59589,p
0.86426,0.50899,n
0.70840,0.27998,n
0.66345,0.66719,n
0.20960,0.48708,p
0.59484,0.73709,n
0.46354,0.41330,n
0.49724,0.37975,n
0.53081,0.65145,n
0.46252,0.48669,n
0.90050,0.35055,p
0.26929,0.44543,p
0.91881,0.04768,n
0.72484,0.86172,p
0.98379,0.30618,p
0.39113,0.54986,n
0.38933,0.49279,n
0.33061,0.13231,n
0.78770,0.52105,n
0.20259,0.33052,p
0.93764,0.38142,n
0.73038,0.65508,n
0.40199,0.37206,n
0.09294,0.63296,p
0.44313,0.96683,p
0.13929,0.05333,p
0.70817,0.53756,n
0.56966,0.42436,n
0.20613,0.72939,p
0.40550,0.38142,n
0.77916,0.45764,n
0.54086,0.60004,n
0.73950,0.50770,n
0.10745,0.78569,p
0.68635,0.62420,n
0.63661,0.63057,n
0.23941,0.61365,p
0.58150,0.08688,n
0.85966,0.94784,p
0.52259,0.54623,n
0.77286,0.33560,n
0.21849,0.13267,p
0.42057,0.84310,p
0.70611,0.52994,p
0.48674,0.92521,n
0.41707,0.39169,n
0.91291,0.87414,p
0.94356,0.87825,p
0.72709,0.70892,n
0.74653,0.14746,n
0.94376,0.35882,p
0.44273,0.41426,n
0.75277,0.30699,n
0.43477,0.41867,n
0.50729,0.69874,n
0.54733,0.15598,p
0.10454,0.31172,p
0.14729,0.92423,p
0.68960,0.57556,n
0.10468,0.44909,p
0.90852,0.55911,p
0.56314,0.41463,n
0.35344,0.49242,n
0.68303,0.32994,n
0.40261,0.69603,p
0.72206,0.96919,p
0.50811,0.92110,p
0.64159,0.40046,n
0.11704,0.70302,p
0.47174,0.46445,n
0.58008,0.51146,p
0.03363,0.62116,p
0.30572,0.45862,p
0.42064,0.43138,n
0.59409,0.52794,n
0.72767,0.35016,n
0.89550,0.09533,p
0.46784,0.45664,n
0.25485,0.55729,p
0.29048,0.46270,p
0.60858,0.73320,n
0.73168,0.43091,p
0.00725,0.90797,p
0.44116,0.23215,p
0.42518,0.41860,n
0.45942,0.43040,p
0.66589,0.40048,n
0.49530,0.71163,n
0.14768,0.71567,n
0.09371,0.62897,p
0.47569,0.79533,p
0.47888,0.41837,n
0.79233,0.52481,n
0.52027,0.70245,n
0.63124,0.25263,p
0.57826,0.29373,n
0.59661,0.37514,p
0.67871,0.27062,n
0.47000,0.27676,p
0.10149,0.19289,p
0.96089,0.15946,p
0.49052,0.02046,p
0.70604,0.32844,n
0.60693,0.54543,n
0.38662,0.37326,n
0.49334,0.88921,p
0.21356,0.13992,p
0.54962,0.29016,n
0.35748,0.76899,p
0.67274,0.32550,p
0.86358,0.52566,n
0.54280,0.44172,n
0.04502,0.39291,p
0.44352,0.93819,p
0.59327,0.42132,n
0.80821,0.12224,n
0.45543,0.67473,p
0.70592,0.51366,n
0.37453,0.49654,n
0.68007,0.59924,n
0.72137,0.37791,n
0.93258,0.98553,p
0.57353,0.77169,p
0.69607,0.11997,p
0.36328,0.22507,p
0.94649,0.68867,n
0.97291,0.22437,p
0.39239,0.14529,p
0.34744,0.81393,p
0.72819,0.94573,p
0.73155,0.97320,p
0.29163,0.54695,p
0.56794,0.26239,n
0.26642,0.79805,p
0.51845,0.35496,n
0.64076,0.44837,p
0.41419,0.42615,n
0.19153,0.94585,p
0.34771,0.64700,p
0.38188,0.50867,n
0.54766,0.49695,p
0.92447,0.27459,p
0.65149,0.27103,n
0.65472,0.48194,n
0.60604,0.43577,n
0.38490,0.05013,p
0.66093,0.52226,p
0.70395,0.97761,p
0.45843,0.59525,p
0.54864,0.18229,n
0.27910,0.19330,p
0.24609,0.79812,p
0.05151,0.28868,p
0.79893,0.62067,p
0.46875,0.94588,p
0.63051,0.46804,n
0.60273,0.84841,n
0.39483,0.02976,p
0.06687,0.20886,p
0.90161,0.28734,p
0.59976,0.72898,n
0.77479,0.34194,n
0.32537,0.66208,p
0.38008,0.57061,n
0.02967,0.57959,n
0.92435,0.54927,p
0.63515,0.68268,p
0.76131,0.47059,n
0.56975,0.38150,n
0.79102,0.52466,p
0.57519,0.71716,n
0.60300,0.35128,n
0.89187,0.01106,p
0.38825,0.40280,n
0.06623,0.03079,p
0.49329,0.33741,p
0.49706,0.72610,n
0.12013,0.82070,p
0.69392,0.54341,n
0.60532,0.65339,n
0.29529,0.73594,p
0.71747,0.42697,n
0.78843,0.87801,p
0.09639,0.18786,p
0.92151,0.23816,p
0.69038,0.12288,p
0.05456,0.18696,p
0.56843,0.67614,n
0.75933,0.37916,n
0.40805,0.38588,n
0.36582,0.78790,p
0.83262,0.43774,n
0.87710,0.25117,p
0.20785,0.80714,p
0.41560,0.88594,p
0.39093,0.86137,p
0.40011,0.76339,n
0.02352,0.14745,p
0.67942,0.31740,n
0.70323,0.81905,n
0.26103,0.80439,p
0.65921,0.64865,n
0.61800,0.31760,n
0.20876,0.69755,p
0.61218,0.66577,n
0.31709,0.33005,p
0.48653,0.56447,n
0.02208,0.89002,p
0.27347,0.75730,n
0.39811,0.52066,n
0.02160,0.51130,p
0.58180,0.45523,n
0.81654,0.06512,p
0.84330,0.10832,p
0.04358,0.18930,p
0.90755,0.48580,p
0.33523,0.58810,p
0.70091,0.27016,p
0.67141,0.29389,n
0.94617,0.61965,p
0.74609,0.14672,p
0.27614,0.77477,p
0.47345,0.61269,n
0.38176,0.60642,n
0.59483,0.56897,p
0.49373,0.49438,p
0.54997,0.98524,p
0.18595,0.26532,p
0.62201,0.26267,n
0.21610,0.80532,n
0.20901,0.81662,p
0.68508,0.49942,n
0.83390,0.51742,n
0.65455,0.34831,p
0.00327,0.76165,p
0.63950,0.51168,n
0.75600,0.51934,p
0.48507,0.71900,n
0.64230,0.70825,n
0.35929,0.15542,p
0.21584,0.90135,p
0.63947,0.72580,n
0.57724,0.52263,n
0.53509,0.37672,n
0.78967,0.04871,p
0.68508,0.53910,n
0.82470,0.71550,p
0.31756,0.27583,p
0.35909,0.96849,p
0.75462,0.42334,n
0.61969,0.77846,n
0.59604,0.85055,p
0.67755,0.65239,n
0.04510,0.62464,p
0.74364,0.65060,n
0.25898,0.23818,p
0.59722,0.35146,n
0.63398,0.26323,n
0.79207,0.53302,n
0.55849,0.54466,n
0.03831,0.22246,n
0.77960,0.33422,n
0.47087,0.92933,p
0.23127,0.81837,p
0.70935,0.39724,n
0.08721,0.01305,p
0.58210,0.95723,p
0.57830,0.76901,p
0.95195,0.09842,p
0.35707,0.86363,n
0.75768,0.50903,n
0.78803,0.58484,n
0.46086,0.56983,n
0.67118,0.66731,n
0.73199,0.61889,n
0.58494,0.54339,n
0.32872,0.76476,p
0.44443,0.59247,n
0.46743,0.52625,n
0.15638,0.36569,p
0.98452,0.23830,p
0.63293,0.36646,n
0.58001,0.41626,n
0.94287,0.36301,p
0.34392,0.92742,p
0.51006,0.46363,n
0.01973,0.59857,p
0.18327,0.47735,p
0.75291,0.45590,n
0.54523,0.57436,n
0.53054,0.57692,n
0.23453,0.91470,p
0.79121,0.80502,p
0.73105,0.85154,p
0.96762,0.90085,p
0.54643,0.25582,n
0.48970,0.69247,n
0.32766,0.18512,p
0.66637,0.71083,n
0.86066,0.99497,p
0.78648,0.55987,n
0.06823,0.55523,p
0.60514,0.59028,n
0.43623,0.65831,p
0.23465,0.79603,p
0.59041,0.40045,n
0.67523,0.40938,n
0.48308,0.31421,n
0.37368,0.28027,p
0.74095,0.35399,n
0.59384,0.47763,p
0.68989,0.51210,n
0.06890,0.94121,p
0.58086,0.34539,n
0.19721,0.91684,p
0.63662,0.49108,n
0.41809,0.35663,n
0.52731,0.61419,n
0.66012,0.59580,n
0.61838,0.71792,n
0.59466,0.91452,p
0.61931,0.51647,n
0.73196,0.45629,n
0.40787,0.36684,n
0.77698,0.16322,p
0.84190,0.29554,p
0.69360,0.12647,p
0.80278,0.42435,n
0.42721,0.74804,p
0.87123,0.39619,p
0.83419,0.09170,n
0.18413,0.91807,p
0.04108,0.15411,p
0.91726,0.69985,p
0.63100,0.08045,p
0.28679,0.17338,p
0.91593,0.69823,p
0.99157,0.13920,p
0.88630,0.20878,p
0.69391,0.37336,n
0.92888,0.94298,p
0.91375,0.22583,p
0.65994,0.57114,n
0.59337,0.69897,n
0.97322,0.65443,p
0.60961,0.60327,n
0.57934,0.03935,p
0.67488,0.33278,n
0.03618,0.80885,p
0.14315,0.58262,p
0.88368,0.02342,p
0.51231,0.45278,n
0.51055,0.66684,p
0.64950,0.51758,n
0.93534,0.38237,p
0.57653,0.99476,p
0.42469,0.42756,p
0.50714,0.33181,n
0.11939,0.82792,n
0.25678,0.38473,p
0.70909,0.43459,n
0.84327,0.95732,p
0.49870,0.46265,n
0.48253,0.37431,n
0.09736,0.03444,p
0.39725,0.14555,p
0.89274,0.94546,p
0.07527,0.92922,n
0.53047,0.58894,n
0.24418,0.34643,p
0.16653,0.41959,p
0.39260,0.03530,p
0.89169,0.98145,p
0.19539,0.96452,p
0.94646,0.28858,p
0.14937,0.21094,p
0.28273,0.31094,p
0.45109,0.28077,n
0.90398,0.29053,p
0.63041,0.29352,n
0.57635,0.56223,n
0.43407,0.40209,n
0.66623,0.48697,n
0.37752,0.51095,n
0.83740,0.51100,n
0.82152,0.72187,p
0.53824,0.37859,n
0.13380,0.84452,n
0.14755,0.16403,p
0.79728,0.60691,p
0.48610,0.72056,n
0.02865,0.63743,p
0.79232,0.57731,n
0.56129,0.05273,p
0.53846,0.10328,p
0.43902,0.61689,n
0.23850,0.67718,p
0.66236,0.48933,n
0.72680,0.58824,n
0.37506,0.46362,n
0.60290,0.07806,p
0.54842,0.65037,n
0.50900,0.25363,p
0.68786,0.35063,n
0.65532,0.34644,n
0.67074,0.76393,p
0.53408,0.69059,p
0.78917,0.15461,p
0.46618,0.48578,n
0.40124,0.14350,p
0.77439,0.62219,n
0.64665,0.74042,n
0.20921,0.46825,n
0.59097,0.60481,p
0.78931,0.37130,p
0.78504,0.50854,n
0.32779,0.77557,p
0.81163,0.55529,n
0.70135,0.66902,n
0.49177,0.64198,n
0.17459,0.82683,n
0.69563,0.37852,n
0.28674,0.03292,p
0.39329,0.07777,p
0.58339,0.79755,p
0.90129,0.56705,p
0.71344,0.37803,n
0.57567,0.99255,p
0.19767,0.60861,p
0.64355,0.38820,p
0.17001,0.72100,p
0.24256,0.90358,p
0.59075,0.60838,n
0.76933,0.47597,n
0.18055,0.56965,p
0.01839,0.60412,p
0.25019,0.07455,p
0.62233,0.25698,n
0.77671,0.39215,n
0.68888,0.71408,p
0.65546,0.40468,n
0.10501,0.35379,p
0.61999,0.39752,p
0.64749,0.69639,n
0.65816,0.55536,n
0.71858,0.39271,n
0.40343,0.27146,p
0.89300,0.15672,p
0.38242,0.54437,n
0.74353,0.64307,n
0.02446,0.78019,p
0.63676,0.44386,n
0.50726,0.89931,p
0.72572,0.65559,n
0.42243,0.14045,p
0.24152,0.33863,p
0.68269,0.72042,n
0.17608,0.21004,p
0.37245,0.45854,n
0.53349,0.93342,p
0.59226,0.59814,n
0.05035,0.35223,p
0.90030,0.44936,p
0.62680,0.46653,n
0.67954,0.58719,n
0.46353,0.41870,n
0.97152,0.44380,n
0.61437,0.95104,p
0.53542,0.53237,n
0.65253,0.30678,n
0.43868,0.35305,n
0.00058,0.15079,p
0.90887,0.18318,p
0.32724,0.85220,p
0.90371,0.18070,p
0.47540,0.97426,p
0.45284,0.97943,p
0.43034,0.79807,p
0.60285,0.35450,p
0.74705,0.68615,n
0.57848,0.65468,n
0.11354,0.17806,n
0.95588,0.46652,p
0.80109,0.77543,p
0.61750,0.28368,n
0.35391,0.21157,p
0.55466,0.42353,p
0.19902,0.49133,p
0.22217,0.46179,p
0.90742,0.93524,p
0.69088,0.08776,p
0.73064,0.57606,p
0.45842,0.93456,p
0.03033,0.33252,p
0.58720,0.30960,n
0.17439,0.77337,p
0.60481,0.53717,n
0.80836,0.55956,n
0.69814,0.99331,p
0.35141,0.50558,n
0.41957,0.89444,p
0.72107,0.47508,n
0.00497,0.79736,p
0.11746,0.71197,p
0.11236,0.26034,p
0.37882,0.46103,n
0.14675,0.09510,p
0.91664,0.07335,p
0.43590,0.37711,n
0.62886,0.50759,n
0.29195,0.10451,n
